"x";"y";"equ"
"2352";351543;6786102.94;"Vêtements"
"2353";352038.8;6786441.41;"Vêtements"
"2354";351543.92;6786114.93;"Vêtements"
"2355";351660.17;6786105.24;"Vêtements"
"2356";351660.17;6786105.49;"Vêtements"
"2357";351543;6786102.94;"Vêtements"
"2358";351660.17;6786105.49;"Vêtements"
"2359";351776.39;6786095.29;"Vêtements"
"2360";351776.39;6786095.29;"Vêtements"
"2361";351776.39;6786095.29;"Vêtements"
"2362";351776.39;6786095.29;"Vêtements"
"2363";351776.39;6786095.29;"Vêtements"
"2364";351776.39;6786095.29;"Vêtements"
"2365";351776.39;6786095.29;"Vêtements"
"2366";351866.11;6789524.03;"Vêtements"
"2402";351595.92;6786850;"Vêtements"
"2403";352344.58;6789108.9;"Vêtements"
"2404";351891.16;6788872.59;"Vêtements"
"2405";351859.32;6788580.47;"Vêtements"
"2406";351859.32;6788580.47;"Vêtements"
"2407";351830.68;6788542.48;"Vêtements"
"2408";352028.73;6789383.04;"Vêtements"
"2409";351893.82;6789379.65;"Vêtements"
"2410";351895.2;6789407.62;"Vêtements"
"2411";351950.01;6789192.67;"Vêtements"
"2412";351811.02;6789393.32;"Vêtements"
"2413";351810.84;6789425.55;"Vêtements"
"2414";351880.94;6789347.03;"Vêtements"
"2415";351789.39;6789445.46;"Vêtements"
"2416";351814.3;6789566.17;"Vêtements"
"2417";351890.09;6789202.8;"Vêtements"
"2418";351891.27;6789238.77;"Vêtements"
"2419";351891.85;6789256.75;"Vêtements"
"2420";351248.7;6791650.37;"Vêtements"
"2421";351543.92;6786114.93;"Vêtements"
"2422";351776.39;6786095.29;"Vêtements"
"2423";351776.39;6786095.29;"Vêtements"
"2424";352033.51;6788939.31;"Vêtements"
"2425";352032.34;6788922.33;"Vêtements"
"2426";353774.22;6791357.2;"Vêtements"
"2427";354239.89;6789664.79;"Vêtements"
"2428";352424.85;6789035.55;"Vêtements"
"2429";351954.56;6789474.59;"Vêtements"
"2430";351866.11;6789524.03;"Vêtements"
"2431";351834.79;6789547.02;"Vêtements"
"2432";351890.81;6789006.43;"Vêtements"
"2480";353646.77;6787756.14;"Pharmacies"
"2481";351613.28;6789062.16;"Pharmacies"
"2482";351909.62;6788589.81;"Pharmacies"
"2483";352027.82;6789368.06;"Pharmacies"
"2484";352951.64;6789146.67;"Pharmacies"
"2485";351770.89;6789282.97;"Pharmacies"
"2486";351862.72;6790111.65;"Pharmacies"
"2494";351686.16;6788678.07;"Médecins"
"2497";349957.33;6790787.02;"Médecins"
"2500";349487.51;6788283.05;"Médecins"
"2501";353239.35;6791203.92;"Médecins"
"2503";349854.22;6790333.42;"Médecins"
"2511";353855.64;6792013.78;"Médecins"
"2516";351788.85;6788429.65;"Médecins"
"2517";353025.78;6792047.84;"Médecins"
"2519";353648.87;6791322.31;"Médecins"
"2522";351300.66;6790156.21;"Médecins"
"2523";351300.66;6790156.21;"Médecins"
"2524";349854.22;6790333.42;"Médecins"
"2525";351686.16;6788678.07;"Médecins"
"2526";351551.59;6788864.29;"Médecins"
"2528";351686.16;6788678.07;"Médecins"
"2532";350684.21;6788698.04;"Médecins"
"2533";351551.59;6788864.29;"Médecins"
"2537";350607.26;6786550.03;"Médecins"
"2543";350607.26;6786550.03;"Médecins"
"2546";349854.22;6790333.42;"Médecins"
"2547";351686.16;6788678.07;"Médecins"
"2555";353660.22;6792105.34;"Médecins"
"2556";351388.75;6787496.65;"Médecins"
"2559";351300.66;6790156.21;"Médecins"
"2562";351300.66;6790156.21;"Médecins"
"2569";351300.66;6790156.21;"Médecins"
"2572";353239.35;6791203.92;"Médecins"
"2579";351523.1;6790461.44;"Médecins"
"2583";350425.97;6791436;"Médecins"
"2588";350087.01;6790535.88;"Médecins"
"2589";352079.22;6786795.59;"Médecins"
"2593";351388.75;6787496.65;"Médecins"
"2594";352811.25;6786387.15;"Médecins"
"2603";353239.35;6791203.92;"Médecins"
"2612";349628.44;6788374.34;"Médecins"
"2616";352650.34;6788752.9;"Médecins"
"2623";352650.34;6788752.9;"Médecins"
"2631";350813.15;6791883.89;"Médecins"
"2632";351835.39;6788812.76;"Médecins"
"2636";351835.39;6788812.76;"Médecins"
"2641";349487.51;6788283.05;"Médecins"
"2642";351401.98;6789080.12;"Médecins"
"2645";350008.95;6789143.96;"Médecins"
"2650";349468.64;6790435.5;"Médecins"
"2653";349628.44;6788374.34;"Médecins"
"2655";349536.69;6790580.09;"Médecins"
"2656";353763.81;6789589.84;"Médecins"
"2658";352329.05;6786534.23;"Médecins"
"2672";351388.75;6787496.65;"Médecins"
"2680";355393.65;6791230.8;"Médecins"
"2681";349468.64;6790435.5;"Médecins"
"2686";351990.66;6788708.56;"Médecins"
"2687";351858.98;6789358.2;"Médecins"
"2695";351388.75;6787496.65;"Médecins"
"2696";351648.47;6789030.64;"Médecins"
"2698";352650.34;6788752.9;"Médecins"
"2701";353543.38;6789777.4;"Médecins"
"2711";349854.22;6790333.42;"Médecins"
"2722";352027.44;6788681.28;"Vêtements"
"2760";351737.55;6789199.8;"Vêtements"
"2761";351895.92;6789421.6;"Vêtements"
"2762";351894.53;6789393.63;"Vêtements"
"2763";352042.04;6789893.29;"Vêtements"
"2764";352034.29;6788858.36;"Vêtements"
"2765";352033.6;6788842.62;"Vêtements"
"2766";352027.44;6788681.28;"Vêtements"
"2767";352036.6;6788621;"Vêtements"
"2768";351902.45;6789369.84;"Vêtements"
"2769";351543.92;6786114.93;"Vêtements"
"2770";351776.39;6786095.29;"Vêtements"
"2771";351921.75;6789265.75;"Vêtements"
"2772";350777.04;6789410.5;"Vêtements"
"2773";352064.82;6789224.36;"Vêtements"
"2774";351917.8;6789428.67;"Vêtements"
"2775";352986.45;6790496.72;"Vêtements"
"2776";351953.91;6789460.6;"Vêtements"
"2777";351827.87;6789556.57;"Vêtements"
"2778";355280.96;6786860.4;"Vêtements"
"2779";351971.63;6789645.83;"Vêtements"
"2780";351997.77;6789423.52;"Vêtements"
"2781";352010;6789422.92;"Vêtements"
"2782";351941.72;6789593.11;"Vêtements"
"2783";352110.87;6788999.82;"Vêtements"
"2784";352253.72;6789418.93;"Vêtements"
