"x";"y";"pop"
"14188";352831.60045;6786767.89;3
"14189";352831.92045;6786796.16;4
"14190";352831.94045;6786784.47;2
"14191";352832.12045;6791276.77;4
"14192";352832.26045;6789394.27;14
"14193";352832.64045;6790004.71;5
"14194";352832.68045;6786938.21;2
"14195";352832.83045;6788789.88;18
"14196";352832.87045;6791798.4;1
"14197";352832.88045;6787541.87;2
"14198";352832.91045;6786775.05;4
"14199";352833.39045;6787573.97;3
"14200";352833.82045;6790128.22;3
"14201";352833.83045;6791461.28;3
"14202";352834.09045;6788700.07;53
"14203";352834.15045;6792461.04;3
"14204";352834.17045;6788109.01;2
"14205";352834.20045;6792213.4;4
"14206";352834.40045;6786813.1;1
"14207";352834.54045;6790364.168;2
"14208";352834.56045;6787750.74;5
"14209";352834.66045;6792523.7;2
"14210";352834.70045;6789228.3;1
"14211";352834.70045;6791266.54;1
"14212";352834.80045;6789159.25;1
"14213";352834.82045;6786945.13;2
"14214";352834.85045;6787918.87;5
"14215";352834.98045;6788075.25;4
"14216";352835.18045;6791496.27;1
"14217";352835.45045;6791285.11;2
"14218";352835.46045;6786823.24;2
"14219";352835.92045;6789252.25;2
"14220";352835.96045;6787797.44;3
"14221";352836.07045;6788061.01;3
"14222";352836.20045;6787560.94;2
"14223";352836.32045;6789241.38;4
"14224";352836.46045;6789788.99;7
"14225";352836.52045;6787982.34;4
"14226";352836.57045;6788773.83;2
"14227";352836.58045;6792322.07;2
"14228";352836.63045;6786805.03;1
"14229";352836.72045;6789935.8;4
"14230";352836.91045;6787396.95;2
"14231";352836.92045;6791743.15;5
"14232";352837.31045;6787885.61;6
"14233";352837.91045;6789835.3;4
"14234";352837.93045;6787300.53;3
"14235";352837.93045;6787615.29;2
"14236";352837.95045;6790142.93;5
"14237";352837.96045;6787716.38;4
"14238";352838.07045;6789976.19;5
"14239";352838.08045;6787664.85;2
"14240";352838.15045;6789166.35;22
"14241";352838.32045;6786831.59;2
"14242";352838.34045;6789955.94;2
"14243";352838.63045;6786858.9;5
"14244";352838.71045;6789859.72;9
"14245";352838.72045;6787904.72;2
"14246";352838.77045;6786841.49;1
"14247";352838.84045;6789945.86;4
"14248";352838.92045;6787498.36;2
"14249";352839.12045;6786851.15;1
"14250";352839.26045;6790188.03;1
"14251";352839.48045;6791820.82;1
"14252";352839.66045;6791259.6;4
"14253";352840.26045;6792276.47;2
"14254";352840.48045;6789922.23;1
"14255";352840.53045;6786869.04;2
"14256";352840.63045;6791803.55;2
"14257";352840.87045;6786878.47;2
"14258";352840.93045;6789986.23;2
"14259";352841.10045;6787086.05;302.5
"14260";352841.31045;6792314.16;2
"14261";352841.37045;6787867.53;4
"14262";352841.50045;6790928.91;3
"14263";352841.51045;6788628.17;1
"14264";352841.66045;6786914.37;1
"14265";352841.68045;6788725.88;10
"14266";352841.71045;6791181.39;3
"14267";352841.74045;6791138.75;2
"14268";352841.91045;6786739.76;1
"14269";352842.03045;6786904.47;1
"14270";352842.24045;6788535.28;1
"14271";352842.24045;6790033.61;2
"14272";352842.47045;6789895.41;2
"14273";352842.70045;6792004.91;65
"14274";352842.84045;6789963.72;3
"14275";352842.85045;6788062.38;5
"14276";352843.48045;6786887.66;2
"14277";352843.61045;6788084.43;2
"14278";352843.65045;6791741.4;2
"14279";352844.19045;6791809.83;2
"14280";352844.40045;6787647.68;4
"14281";352844.42045;6787748.64;4
"14282";352844.52045;6792451.57;2
"14283";352844.61045;6788021.32;1
"14284";352844.65045;6791274.86;3
"14285";352844.82045;6789437.13;3
"14286";352844.91045;6787894.95;4
"14287";352844.97045;6787603.03;3
"14288";352844.97045;6790003.49;4
"14289";352845.24045;6792221.6;2
"14290";352845.37045;6789158.12;7
"14291";352845.46045;6788110.95;2
"14292";352845.51045;6790222.11;1
"14293";352845.53045;6787405.28;4
"14294";352845.65045;6790473.87;1
"14295";352845.72045;6790096.09;3
"14296";352845.82045;6787556.24;2
"14297";352846.24045;6791457.11;4
"14298";352846.43045;6790574.53;4
"14299";352846.65045;6788605.77;4
"14300";352846.85045;6787983.45;2
"14301";352847.03045;6791252.25;3
"14302";352847.13045;6787614.77;2
"14303";352847.13045;6790016.94;3
"14304";352847.26045;6791818.64;2
"14305";352847.48045;6786958.4;3
"14306";352847.48045;6788743.19;2
"14307";352847.70045;6787512.57;2
"14308";352847.86045;6788639.68;8
"14309";352847.97045;6787372.01;3
"14310";352848.10045;6789218.46;3
"14311";352848.12045;6788093.63;1
"14312";352848.25045;6787667.57;2
"14313";352848.78045;6787798.43;3
"14314";352848.96045;6787714.54;2
"14315";352849.16045;6792329.62;2
"14316";352849.79045;6791737.85;1
"14317";352849.85045;6786232.2;41.5
"14318";352849.88045;6791144.31;2
"14319";352850.18045;6790159.46;2
"14320";352850.32045;6789400.87;4
"14321";352850.36045;6790063.83;39.5
"14322";352850.44045;6787520.13;2
"14323";352850.50045;6785466.05;5
"14324";352850.91045;6792389.9;2
"14325";352851.35045;6791889.43;2
"14326";352852.22045;6792321.56;5
"14327";352852.25045;6788718.1;2
"14328";352852.52045;6788748.91;5
"14329";352852.69045;6791480.82;2
"14330";352852.82045;6788016.84;2
"14331";352853.09045;6791269.39;2
"14332";352853.15045;6792110.38;63.5
"14333";352853.46045;6792446.54;6
"14334";352853.57045;6788626.99;4
"14335";352853.78045;6788027.63;2
"14336";352853.96045;6788119.19;5
"14337";352854.06045;6787307.91;1
"14338";352854.28045;6792227.05;2
"14339";352854.45045;6787605.85;2
"14340";352854.50045;6791817.39;1
"14341";352854.51045;6791612;4
"14342";352854.69045;6787407.16;1
"14343";352854.82045;6787551.87;1
"14344";352855.00045;6788755.25;3
"14345";352855.57045;6790595.58;1
"14346";352855.58045;6787260.8;2
"14347";352855.63045;6789837.13;6
"14348";352855.81045;6787736.58;2
"14349";352855.88045;6790144.48;4
"14350";352856.20045;6787655.02;4
"14351";352856.29045;6791451.65;5
"14352";352856.32045;6788860.27;2
"14353";352856.45045;6792430.84;4
"14354";352856.50045;6790301;1
"14355";352856.63045;6790135.3;2
"14356";352856.91045;6787376.74;1
"14357";352856.98045;6791152.89;2
"14358";352857.05045;6790093.21;12
"14359";352857.25045;6787331.84;1
"14360";352857.30045;6787822.92;1
"14361";352857.47045;6787983.62;2
"14362";352857.49045;6789736.99;10
"14363";352857.52045;6792268.03;3
"14364";352857.66045;6789226.7;1
"14365";352857.68045;6792350.04;2
"14366";352857.85045;6789459.72;160.5
"14367";352857.94045;6787797.96;1
"14368";352857.95045;6787451.62;4
"14369";352858.00045;6788102.72;4
"14370";352858.24045;6790632.01;2
"14371";352858.48045;6792525.19;2
"14372";352858.65045;6790470.65;6
"14373";352858.78045;6787713.35;2
"14374";352859.58045;6789702.87;1
"14375";352859.98045;6788718.2;1
"14376";352860.69045;6787924.2;3
"14377";352860.84045;6789247.12;11
"14378";352861.06045;6790170.2;4
"14379";352861.07045;6789781.01;1
"14380";352861.11045;6792409.02;2
"14381";352861.39045;6787393.39;4
"14382";352861.93045;6791815.85;3
"14383";352862.08045;6788611.1;6
"14384";352862.18045;6787244.9;8
"14385";352862.32045;6791236.76;4
"14386";352862.36045;6791196.26;1
"14387";352862.56045;6788856.64;2
"14388";352862.67045;6792440.16;3
"14389";352863.01045;6791261.88;2
"14390";352863.09045;6788681.33;13
"14391";352863.13045;6787539.81;1
"14392";352863.49045;6790107.12;7
"14393";352863.54045;6787413.16;1
"14394";352863.80045;6787600.76;2
"14395";352863.89045;6792234.93;2
"14396";352864.09045;6788025.49;3
"14397";352864.09045;6789265.43;3
"14398";352864.13045;6789836.02;1
"14399";352864.49045;6789402.43;1
"14400";352864.74045;6788948.59;4
"14401";352865.58045;6791444.9;2
"14402";352865.75045;6791474.13;2
"14403";352865.81045;6787550.42;1
"14404";352866.04045;6790059.14;3
"14405";352866.10045;6790258.74;7
"14406";352866.35045;6787653.9;5
"14407";352866.56045;6792273.43;2
"14408";352866.68045;6786401.33;88
"14409";352866.75045;6788221.23;71
"14410";352867.14045;6787402.9;2
"14411";352867.24045;6787983.39;2
"14412";352867.24045;6790623.09;5
"14413";352867.24045;6791162.13;3
"14414";352867.30045;6787793.91;3
"14415";352867.44045;6791735.06;1
"14416";352868.38045;6788122;2
"14417";352868.54045;6787591.38;2
"14418";352868.55045;6791815.34;2
"14419";352868.79045;6787711.43;3
"14420";352868.80045;6788744.32;2
"14421";352869.60045;6787196.51;4
"14422";352869.71045;6786118.63;2
"14423";352869.78045;6789437.79;4
"14424";352869.83045;6791893.97;4
"14425";352869.87045;6786721.43;1
"14426";352870.19045;6788853.71;1
"14427";352870.38045;6786753.43;2
"14428";352870.57045;6787336.14;2
"14429";352870.68045;6789752.79;3
"14430";352871.24045;6792286.16;4
"14431";352871.49045;6786766.61;1
"14432";352871.87045;6791249.63;8
"14433";352872.03045;6792425.5;2
"14434";352872.08045;6787928.17;2
"14435";352872.16045;6789159.87;11
"14436";352872.18045;6787449.8;1
"14437";352872.44045;6789313.1;18
"14438";352872.66045;6790604.15;1
"14439";352873.34045;6787858.85;2
"14440";352873.39045;6792255.11;2
"14441";352873.81045;6787889.86;5
"14442";352873.81045;6791930.96;79
"14443";352873.86045;6787268.08;4
"14444";352874.06045;6789400.35;3
"14445";352874.11045;6790115.08;1
"14446";352874.19045;6787597.09;2
"14447";352874.39045;6789781.89;6
"14448";352874.42045;6788054.69;2
"14449";352874.43045;6789765.26;2
"14450";352874.65045;6792344.4;1
"14451";352874.69045;6787467.49;2
"14452";352874.86045;6791228.01;3
"14453";352875.00045;6791169.56;1
"14454";352875.61045;6791813.38;4
"14455";352875.68045;6787973.97;4
"14456";352875.75045;6789194.17;2
"14457";352876.07045;6787544.13;2
"14458";352876.22045;6788026.56;1
"14459";352876.68045;6787554.82;2
"14460";352876.72045;6786339.75;75
"14461";352876.86045;6787652.87;4
"14462";352876.87045;6787904.85;2
"14463";352876.91045;6787868.97;1
"14464";352876.97045;6789838.9;6
"14465";352877.16045;6787880.77;3
"14466";352877.20045;6791444.14;2
"14467";352877.30045;6791893.63;4
"14468";352877.36045;6790307.68;49.5
"14469";352877.63045;6790042.27;3
"14470";352877.83045;6787476.76;2
"14471";352877.84045;6790103.41;2
"14472";352877.96045;6791468.81;1
"14473";352878.22045;6789885.36;4
"14474";352878.44045;6787795.19;2
"14475";352878.47045;6787817.36;4
"14476";352878.54045;6786867.25;1
"14477";352878.76045;6790582.95;2
"14478";352878.81045;6791537.9;2
"14479";352878.83045;6786856.66;2
"14480";352878.89045;6788678.83;11
"14481";352879.15045;6787709.93;5
"14482";352879.22045;6787320.69;2
"14483";352879.30045;6791243.12;6
"14484";352879.41045;6788766.8;98
"14485";352879.43045;6789395.8;2
"14486";352879.81045;6786117.95;2
"14487";352880.31045;6788064.54;1
"14488";352880.39045;6787340.36;2
"14489";352880.40045;6789071.87;3
"14490";352880.43045;6786732.09;3
"14491";352880.49045;6787459.67;5
"14492";352880.71045;6790091.04;6
"14493";352880.74045;6788130.52;2
"14494";352880.98045;6786721.15;1
"14495";352881.04045;6790472.23;2
"14496";352881.21045;6792356.27;2
"14497";352881.31045;6787593.04;2
"14498";352881.38045;6786740.86;3
"14499";352881.52045;6791990.41;62
"14500";352881.67045;6790078.62;6
"14501";352881.70045;6791557.76;7
"14502";352881.82045;6790237.42;5
"14503";352881.86045;6787417.99;2
"14504";352881.94045;6787742.86;4
"14505";352882.04045;6787252.96;169.5
"14506";352882.31045;6787629.42;1
"14507";352882.60045;6791812.41;2
"14508";352883.41045;6789219.42;2
"14509";352883.47045;6790113.62;2
"14510";352883.49045;6790121.84;11
"14511";352883.66045;6790267.53;1
"14512";352883.93045;6792467.12;2
"14513";352884.06045;6787918.54;3
"14514";352884.16045;6791217.53;4
"14515";352884.50045;6786777.15;2
"14516";352884.56045;6787469.2;3
"14517";352884.56045;6789969.94;2
"14518";352884.73045;6788728.15;137.5
"14519";352884.92045;6787484.2;4
"14520";352884.98045;6790063.81;5
"14521";352885.04045;6787651.2;2
"14522";352885.05045;6791177.48;4
"14523";352885.20045;6790220.93;17
"14524";352885.43045;6786786.83;2
"14525";352885.56045;6787971.37;5
"14526";352885.59045;6789160.54;6
"14527";352885.62045;6791742.31;3
"14528";352886.20045;6788003.01;3
"14529";352886.47045;6789401.85;3
"14530";352886.73045;6790021.09;6
"14531";352886.87045;6792364.15;2
"14532";352886.89045;6790200.75;19
"14533";352886.90045;6787581.89;2
"14534";352886.94045;6792486.23;1
"14535";352886.99045;6789837.09;2
"14536";352887.06045;6789998.23;1
"14537";352887.08045;6787325.93;1
"14538";352887.32045;6790008.01;1
"14539";352887.48045;6790014.52;1
"14540";352887.51045;6787424.77;2
"14541";352887.53045;6792375.1;3
"14542";352887.63045;6786805.63;1
"14543";352887.68045;6786796.51;2
"14544";352887.86045;6791237.55;3
"14545";352888.04045;6787344.59;5
"14546";352888.04045;6787793.75;1
"14547";352888.42045;6790564.86;1
"14548";352888.68045;6786251.53;31
"14549";352888.81045;6791443.09;2
"14550";352888.95045;6787268.83;4
"14551";352889.15045;6790251.93;6
"14552";352889.22045;6787589.56;2
"14553";352889.25045;6786815.56;3
"14554";352889.33045;6786824.91;2
"14555";352889.33045;6788665.11;6
"14556";352889.45045;6791520.24;1
"14557";352889.62045;6786195.13;31
"14558";352889.77045;6791226.4;1
"14559";352889.79045;6789775.23;2
"14560";352890.00045;6786843.82;5
"14561";352890.01045;6788849.46;1
"14562";352890.01045;6789070.14;2
"14563";352890.23045;6791889.37;1
"14564";352890.27045;6788071.06;5
"14565";352890.42045;6789268.67;6
"14566";352890.45045;6792497.3;2
"14567";352890.61045;6786834.37;3
"14568";352890.65045;6791577.24;2
"14569";352890.82045;6789194.41;7
"14570";352890.83045;6786116.42;1
"14571";352890.86045;6787492.35;4
"14572";352890.89045;6787502.91;1
"14573";352891.01045;6790947.14;6
"14574";352891.08045;6790636.03;5
"14575";352891.39045;6788101.4;1
"14576";352891.50045;6791754.77;2
"14577";352891.56045;6787708.21;1
"14578";352891.77045;6789147.56;13.5
"14579";352891.79045;6790036.73;4
"14580";352891.86045;6792336.26;4
"14581";352892.17045;6791466.75;2
"14582";352892.86045;6791792.97;2
"14583";352893.19045;6787636.74;4
"14584";352893.31045;6788134.85;2
"14585";352893.36045;6786881.08;3
"14586";352893.39045;6791783.99;5
"14587";352893.50045;6792457.45;3
"14588";352893.57045;6790586.2;2
"14589";352893.76045;6791776.81;2
"14590";352893.78045;6792269.21;2
"14591";352893.99045;6791189.17;1
"14592";352894.04045;6790501.43;1
"14593";352894.16045;6786899.11;2
"14594";352894.21045;6787412.5;2
"14595";352894.31045;6786890;1
"14596";352894.53045;6786909.02;2
"14597";352894.58045;6787512.49;2
"14598";352894.69045;6789362.42;15
"14599";352894.75045;6787473.07;1
"14600";352894.91045;6787329.63;2
"14601";352895.23045;6786918.09;4
"14602";352895.40045;6792382.19;2
"14603";352895.50045;6792515.26;2
"14604";352895.52045;6791761.01;2
"14605";352895.56045;6788760.47;6
"14606";352895.58045;6791766.96;3
"14607";352895.84045;6787650.38;4
"14608";352895.95045;6787741.23;3
"14609";352896.01045;6791877.88;2
"14610";352896.04045;6790832.35;12
"14611";352896.31045;6787972.55;2
"14612";352896.43045;6789710.75;9
"14613";352896.53045;6786928.24;4
"14614";352896.69045;6786720.28;2
"14615";352896.70045;6787821.17;1
"14616";352896.81045;6787430.02;4
"14617";352896.99045;6792477.53;2
"14618";352897.08045;6787793.04;5
"14619";352897.13045;6787348.82;4
"14620";352897.24045;6790050.09;9
"14621";352897.56045;6791846.59;2
"14622";352897.69045;6787930.2;2
"14623";352898.52045;6788080.14;3
"14624";352898.55045;6789412.01;7
"14625";352898.64045;6789231.69;11
"14626";352898.81045;6790269.07;5
"14627";352898.91045;6792324.51;2
"14628";352898.94045;6791732.42;2
"14629";352899.11045;6788063.46;4
"14630";352899.11045;6792393.21;1
"14631";352899.18045;6787523.37;4
"14632";352899.55045;6791442.01;4
"14633";352899.82045;6787587;4
"14634";352900.33045;6788677.25;11
"14635";352900.53045;6790471.32;2
"14636";352900.69045;6789957.35;4
"14637";352900.93045;6787543.27;2
"14638";352901.01045;6787706.4;3
"14639";352901.11045;6786113.01;2
"14640";352901.35045;6791227.79;2
"14641";352901.57045;6789339.15;4
"14642";352901.62045;6793883.54;5
"14643";352901.65045;6789866.62;3
"14644";352901.68045;6791862.53;2
"14645";352901.77045;6788087.25;2
"14646";352901.78045;6787280.81;1
"14647";352901.90045;6790774.91;1
"14648";352902.20045;6786730.79;4
"14649";352902.20045;6788136.51;2
"14650";352902.27045;6790513.45;5
"14651";352902.44045;6790579.35;1
"14652";352902.48045;6789292.87;4
"14653";352902.58045;6789262.62;1
"14654";352902.81045;6786739.89;1
"14655";352902.94045;6788848.42;1
"14656";352902.97045;6787505.46;4
"14657";352903.09045;6792402.49;2
"14658";352903.13045;6789836.28;18
"14659";352903.14045;6790622.7;2
"14660";352903.14045;6790840.04;2
"14661";352903.30045;6788022.04;3
"14662";352903.34045;6789193.11;2
"14663";352903.34045;6792279.93;2
"14664";352903.46045;6789937.58;5
"14665";352903.62045;6787872.01;3
"14666";352903.76045;6786749.26;1
"14667";352903.93045;6791505.98;2
"14668";352904.24045;6787576.14;5
"14669";352904.27045;6787565.2;5
"14670";352904.32045;6787629.25;1
"14671";352904.45045;6790567.3;2
"14672";352904.69045;6787417.92;3
"14673";352905.08045;6791729.4;1
"14674";352905.12045;6786783.49;1
"14675";352905.16045;6790030.76;2
"14676";352905.17045;6786759.11;1
"14677";352905.28045;6787334.38;2
"14678";352905.73045;6786775.5;1
"14679";352905.92045;6786792.13;2
"14680";352905.97045;6787727;3
"14681";352905.98045;6787705.77;1
"14682";352906.04045;6786767.13;1
"14683";352906.04045;6791589.21;4
"14684";352906.11045;6787476.21;3
"14685";352906.51045;6792421.66;1
"14686";352906.61045;6791467.01;3
"14687";352907.01045;6790021.98;1
"14688";352907.13045;6787819.53;2
"14689";352907.22045;6787647.17;1
"14690";352907.32045;6787790.78;2
"14691";352907.36045;6789844.27;1
"14692";352907.58045;6789920.1;2
"14693";352908.02045;6787434.08;4
"14694";352908.37045;6790015.15;1
"14695";352908.38045;6788265.35;51
"14696";352908.42045;6789164.77;22
"14697";352908.47045;6786803.25;1
"14698";352908.69045;6789155.07;17
"14699";352909.04045;6789045.9;2
"14700";352909.11045;6789307.14;7
"14701";352909.15045;6786813.33;2
"14702";352909.83045;6786822.47;1
"14703";352909.83045;6790760.16;26
"14704";352909.95045;6790002.44;1
"14705";352909.96045;6787499.21;1
"14706";352910.20045;6791788.35;4
"14707";352910.46045;6786831.91;1
"14708";352910.59045;6789775.05;4
"14709";352910.70045;6787355.61;1
"14710";352910.74045;6788130.78;2
"14711";352910.74045;6791445.07;2
"14712";352911.11045;6789431.95;2
"14713";352911.17045;6788088.82;4
"14714";352911.36045;6786841.19;2
"14715";352911.42045;6787868.12;2
"14716";352911.50045;6786850.64;3
"14717";352911.56045;6789995.67;1
"14718";352911.60045;6786110.18;2
"14719";352911.79045;6791726.23;2
"14720";352912.01045;6790730.25;1
"14721";352912.01045;6791841;2
"14722";352912.04045;6788560.33;10
"14723";352912.12045;6791779.81;4
"14724";352912.20045;6786860.88;2
"14725";352912.47045;6789359.18;9
"14726";352912.51045;6787921.59;2
"14727";352912.51045;6789243.82;2
"14728";352912.59045;6789403.02;3
"14729";352912.73045;6792303.33;3
"14730";352912.96045;6792381.53;2
"14731";352913.02045;6786870.43;2
"14732";352913.53045;6789835.56;8
"14733";352913.62045;6788015.77;3
"14734";352913.79045;6792322.16;5
"14735";352913.87045;6791868.07;5
"14736";352913.97045;6788584.27;9
"14737";352914.04045;6787424.63;3
"14738";352914.13045;6787483.44;4
"14739";352914.35045;6789977.13;2
"14740";352914.37045;6790562.72;4
"14741";352914.39045;6789254.53;2
"14742";352914.67045;6790499.87;4
"14743";352914.79045;6789349.57;2
"14744";352915.09045;6787705.04;4
"14745";352915.13045;6790854.63;2
"14746";352915.35045;6790324.17;4
"14747";352915.57045;6790460.51;2
"14748";352916.04045;6789339.58;6
"14749";352916.29045;6790122.25;2
"14750";352916.32045;6791888.22;3
"14751";352916.52045;6787550.82;1
"14752";352916.63045;6790539.03;1
"14753";352916.88045;6787724.66;1
"14754";352917.13045;6787646.1;1
"14755";352917.37045;6788134.96;4
"14756";352917.43045;6792417.95;2
"14757";352917.60045;6792405.78;2
"14758";352917.83045;6787790.07;2
"14759";352917.85045;6787882.11;2
"14760";352918.04045;6790279.59;18
"14761";352918.22045;6789164.49;8
"14762";352918.22045;6792547.81;5
"14763";352918.24045;6792371.25;1
"14764";352918.46045;6789192.06;3
"14765";352918.51045;6791724.25;2
"14766";352918.53045;6789045.77;10
"14767";352918.61045;6790113.18;2
"14768";352918.62045;6787571.14;4
"14769";352918.70045;6791828.26;2
"14770";352918.90045;6786186.59;26
"14771";352918.94045;6787339.07;2
"14772";352919.01045;6787287.17;4
"14773";352919.13045;6787818.78;3
"14774";352919.67045;6792428.42;2
"14775";352919.83045;6788651.85;38
"14776";352919.89045;6788098.36;3
"14777";352919.91045;6791801.66;5
"14778";352920.01045;6788571.21;11
"14779";352920.10045;6790108.02;5
"14780";352920.33045;6791498.54;2
"14781";352920.53045;6787896.66;2
"14782";352920.63045;6786443.27;191
"14783";352920.91045;6787499.13;2
"14784";352921.49045;6791447.09;2
"14785";352921.60045;6787866.93;4
"14786";352921.72045;6786106.87;2
"14787";352922.14045;6788542.11;5
"14788";352922.18045;6787964.19;4
"14789";352922.27045;6789230.54;5
"14790";352922.38045;6790102.15;2
"14791";352922.68045;6792361.2;2
"14792";352923.47045;6787485.95;1
"14793";352923.51045;6787426.05;3
"14794";352923.59045;6790049.47;2
"14795";352923.67045;6789213.33;3
"14796";352923.94045;6787361.9;5
"14797";352924.38045;6789271.6;10
"14798";352924.74045;6787546.41;4
"14799";352924.90045;6790038.52;2
"14800";352924.92045;6789370.52;1
"14801";352925.21045;6788135.09;4
"14802";352925.22045;6791721.54;2
"14803";352925.80045;6787307.9;2
"14804";352925.83045;6790823.57;1
"14805";352925.88045;6787722.51;1
"14806";352926.14045;6791597.38;4
"14807";352926.27045;6787645.38;2
"14808";352926.51045;6787440.06;5
"14809";352926.62045;6788993.91;4
"14810";352926.64045;6788131.08;5
"14811";352926.81045;6789781.57;4
"14812";352927.01045;6787615.64;24
"14813";352927.12045;6789254.98;11
"14814";352927.13045;6787703.21;3
"14815";352927.54045;6789452.91;9
"14816";352927.59045;6789398.09;3
"14817";352927.74045;6791760.78;2
"14818";352928.05045;6790208.5;2
"14819";352928.41045;6788094.03;1
"14820";352928.54045;6789009.68;8
"14821";352928.55045;6792351.59;2
"14822";352928.71045;6787566.43;2
"14823";352928.79045;6789196.4;10
"14824";352929.24045;6790695.99;4
"14825";352929.71045;6789243.34;8.5
"14826";352929.84045;6790225.92;4
"14827";352929.92045;6789320.7;6
"14828";352930.22045;6788612.83;7
"14829";352930.64045;6792449.39;4
"14830";352930.68045;6787496.3;1
"14831";352930.91045;6792522.78;6
"14832";352931.32045;6787817.61;1.5
"14833";352931.37045;6787344.67;2
"14834";352931.53045;6787863.05;4
"14835";352931.53045;6790626.51;2
"14836";352931.55045;6787429.07;2
"14837";352931.60045;6787788.24;1
"14838";352931.68045;6786092.5;6
"14839";352931.91045;6791719.87;1
"14840";352932.00045;6791451.6;3
"14841";352932.30045;6790549.05;2
"14842";352932.45045;6787255.92;7
"14843";352932.52045;6791896.49;1
"14844";352932.58045;6790096.95;2
"14845";352932.64045;6788643.63;3
"14846";352932.70045;6790089.95;6
"14847";352932.71045;6789156.13;4
"14848";352932.89045;6790068.06;7
"14849";352933.09045;6791479.02;2
"14850";352933.20045;6792472.02;4
"14851";352933.22045;6787488.74;1
"14852";352933.26045;6787543.3;2
"14853";352933.84045;6786262.28;26
"14854";352933.87045;6790707.87;2
"14855";352934.56045;6787959.95;5
"14856";352934.77045;6787982.87;9
"14857";352934.83045;6789067.5;1
"14858";352934.91045;6788991.03;4
"14859";352934.93045;6787721.86;3
"14860";352935.40045;6787563.27;5
"14861";352935.65045;6788999.3;4
"14862";352935.77045;6789077.25;2
"14863";352935.78045;6787916.44;2
"14864";352936.26045;6787644.39;4
"14865";352936.36045;6787285.44;5
"14866";352936.43045;6790106.02;3
"14867";352936.58045;6790338.12;1
"14868";352937.08045;6792107.32;83
"14869";352937.21045;6788094.08;2
"14870";352937.29045;6790242.14;5
"14871";352937.48045;6788024.85;41
"14872";352937.55045;6789780.07;2
"14873";352937.63045;6791810.24;2
"14874";352937.81045;6786232.92;23
"14875";352938.28045;6787701.89;3
"14876";352938.61045;6789026.15;8
"14877";352939.07045;6788673.78;86
"14878";352939.47045;6791718.31;4
"14879";352939.52045;6790199.5;5
"14880";352939.52045;6791497.23;3.5
"14881";352940.09045;6787277.29;1
"14882";352940.28045;6790524.84;4
"14883";352940.36045;6790194.85;1
"14884";352940.43045;6788552.8;12
"14885";352940.57045;6786083.54;4
"14886";352940.64045;6791822.01;4
"14887";352940.68045;6787494.31;5
"14888";352940.77045;6787219.33;8
"14889";352940.89045;6789833.77;3
"14890";352941.30045;6790485.93;71
"14891";352941.34045;6790807.26;5
"14892";352941.43045;6790024.45;7
"14893";352941.55045;6789054.28;2
"14894";352941.71045;6790151.21;6
"14895";352941.75045;6787861.08;3
"14896";352941.78045;6789151.3;8
"14897";352941.89045;6789753.13;1
"14898";352941.94045;6790643.18;2
"14899";352942.08045;6787953.92;3
"14900";352942.10045;6792336.27;2
"14901";352942.21045;6787560.81;2
"14902";352942.44045;6789736.23;7
"14903";352942.52045;6791455.86;3
"14904";352943.08045;6789077.05;3
"14905";352943.22045;6787815.39;1
"14906";352943.34045;6787374.24;5
"14907";352943.37045;6788052.06;44
"14908";352943.55045;6787538.11;1
"14909";352943.63045;6788606.4;7
"14910";352943.64045;6787907.11;3
"14911";352943.66045;6789814.13;5
"14912";352943.67045;6790346.73;2
"14913";352943.84045;6787269.66;2
"14914";352943.92045;6789201.26;5
"14915";352944.38045;6790054.98;1
"14916";352944.51045;6789358.01;9
"14917";352944.53045;6789346.89;3
"14918";352944.67045;6786715.55;2
"14919";352944.89045;6789696.19;6
"14920";352944.95045;6787786.09;1
"14921";352945.02045;6790720.18;5
"14922";352945.17045;6790799.64;1
"14923";352945.44045;6789188.08;5
"14924";352945.66045;6787720.4;4
"14925";352945.89045;6790688.87;3
"14926";352946.06045;6787447.68;5
"14927";352946.16045;6791716.71;2
"14928";352946.22045;6789166.16;17
"14929";352946.42045;6787643.87;2
"14930";352946.43045;6789779.21;15
"14931";352946.70045;6787420.66;3
"14932";352946.80045;6786738.19;2
"14933";352946.83045;6789977.94;4
"14934";352946.84045;6790509.22;4
"14935";352948.03045;6786724.31;5
"14936";352948.13045;6790294.17;3
"14937";352948.15045;6788730.1;41.5
"14938";352948.17045;6789997.55;6
"14939";352948.48045;6787947.76;1
"14940";352948.48045;6788640.96;2
"14941";352948.52045;6790107.16;5
"14942";352948.56045;6791596.18;2
"14943";352948.93045;6787440.39;5
"14944";352948.97045;6790401.44;2
"14945";352948.99045;6787962.72;1
"14946";352949.30045;6790018.83;1
"14947";352949.40045;6786077.02;1
"14948";352949.72045;6787610.59;5
"14949";352949.72045;6787699.83;4
"14950";352949.93045;6787906.03;5
"14951";352949.94045;6790011.45;5
"14952";352950.11045;6791900.01;5
"14953";352950.33045;6787354.98;1
"14954";352950.56045;6790374.59;8
"14955";352950.73045;6789720.87;2
"14956";352950.75045;6791808.32;3
"14957";352950.85045;6786756.83;1
"14958";352950.88045;6791465.72;2
"14959";352950.94045;6786766.8;3
"14960";352950.99045;6787858.68;4
"14961";352951.03045;6788627.51;4
"14962";352951.05045;6787557.75;1
"14963";352951.06045;6788747.14;32
