"x";"y";"pop"
"1764";349450.94044;6789273.9;5
"1765";349451.43045;6786208.67;1
"1766";349451.44045;6785663.71;2
"1767";349451.91045;6785864.56;2
"1768";349452.01045;6785891.97;2
"1769";349452.73045;6786602.98;18
"1770";349452.83044;6790459.03;121.5
"1771";349452.86045;6785883.42;4
"1772";349453.57045;6786546.17;3
"1773";349454.06045;6786041.95;4
"1774";349454.76045;6786492.21;62
"1775";349455.31045;6786190.3;2
"1776";349456.00045;6786097.76;2
"1777";349456.26044;6789224.08;2
"1778";349456.32044;6789756.71;5
"1779";349456.39045;6788163.48;2
"1780";349456.69045;6785675.99;2
"1781";349456.80044;6788552.25;2
"1782";349457.33044;6789164.78;5
"1783";349458.12044;6792334.52;1
"1784";349458.31045;6787944.54;2
"1785";349458.69044;6789390.19;5
"1786";349459.21044;6789375.39;3
"1787";349459.50044;6790814.94;2
"1788";349459.88045;6786218.43;4
"1789";349460.55044;6790087.28;1
"1790";349460.72044;6790037.63;4
"1791";349460.98045;6785504.78;3
"1792";349461.11044;6790076.86;1
"1793";349461.12044;6790065.8;1
"1794";349461.18044;6793977.51;3
"1795";349461.59045;6786029.72;2
"1796";349461.85044;6793396.75;2
"1797";349462.24045;6786090.07;4
"1798";349462.26044;6790053.12;4
"1799";349462.87045;6785839.87;2
"1800";349463.14045;6785696.18;3
"1801";349463.62045;6785859.21;1
"1802";349464.08045;6788122.18;33
"1803";349465.17044;6789225.89;2
"1804";349465.22045;6787890.42;2
"1805";349465.77045;6786540.29;2
"1806";349465.84045;6786182.02;2
"1807";349465.89044;6791728.1;4
"1808";349465.96045;6785524.28;2
"1809";349466.38044;6789404.33;8
"1810";349466.71044;6789180.68;13
"1811";349467.26044;6790101.43;3
"1812";349467.77044;6788212.5;50
"1813";349467.87045;6786019.46;4
"1814";349467.91045;6787932.27;2
"1815";349468.23044;6792504.76;1
"1816";349468.65044;6789270.49;2
"1817";349468.93045;6785714.25;3
"1818";349470.11044;6790263.11;2
"1819";349470.13045;6786081.58;2
"1820";349470.37044;6790684.69;106.5
"1821";349470.97045;6785540.9;4
"1822";349471.03045;6787880.83;2
"1823";349472.22044;6790048.85;2
"1824";349472.33044;6790850.65;1
"1825";349472.62045;6788182.14;34
"1826";349472.75045;6788087.51;22
"1827";349472.89044;6790879.24;2
"1828";349473.33045;6785734.34;3
"1829";349474.18045;6786232.08;1
"1830";349474.61044;6789226.46;5
"1831";349476.43045;6786072.71;4
"1832";349476.84044;6790136.05;4
"1833";349477.01045;6787871.13;2
"1834";349477.62045;6786000.4;2
"1835";349477.88044;6790815.52;1
"1836";349478.12044;6792417.03;4
"1837";349478.41044;6789327.77;8
"1838";349478.46045;6785554.3;3
"1839";349478.58045;6785747.74;2
"1840";349479.42045;6786533.61;2
"1841";349479.49044;6793972.86;3
"1842";349480.36045;6787925.67;2
"1843";349480.42044;6790848.05;1
"1844";349480.64044;6790102.37;2
"1845";349480.93044;6789190.95;7
"1846";349481.14044;6790048.64;2
"1847";349481.22045;6788015.99;51
"1848";349481.66045;6786064.73;1
"1849";349481.73045;6786043.97;4
"1850";349483.20045;6786054.19;3
"1851";349483.68044;6790263.23;2
"1852";349484.02045;6785986.9;6
"1853";349484.04045;6786165.97;2
"1854";349484.10044;6792439.19;1
"1855";349484.14044;6790116.81;1
"1856";349485.59044;6790878.2;1
"1857";349485.86045;6786655.4;80.5
"1858";349486.33045;6785574.44;4
"1859";349487.71044;6790790.27;82.5
"1860";349488.03045;6787861;2
"1861";349488.83045;6785969.89;2
"1862";349489.42044;6788358.69;35
"1863";349490.26044;6789357.99;4
"1864";349490.61044;6790048.47;3
"1865";349491.63045;6786526.3;3
"1866";349491.90044;6790099.23;1
"1867";349492.16044;6789183.38;2
"1868";349492.58044;6790293.99;37
"1869";349492.73044;6789226.94;5
"1870";349492.89045;6785594.04;3
"1871";349493.57045;6786036.86;3
"1872";349493.68044;6790112.86;2
"1873";349493.69044;6788422.99;48
"1874";349493.85044;6788315.25;27
"1875";349494.22044;6789367.81;5
"1876";349494.81045;6785956.42;3
"1877";349495.39045;6787918.49;4
"1878";349496.21044;6793975.2;4
"1879";349497.06044;6789154.52;2
"1880";349497.29045;6786151.57;2
"1881";349497.63045;6785946.61;3
"1882";349498.13044;6789329.48;11
"1883";349498.86044;6790366.21;78
"1884";349499.22045;6785795.07;1
"1885";349499.73045;6785936.11;2
"1886";349500.01044;6790109.89;2
"1887";349500.17044;6790096.16;2
"1888";349500.25044;6788365.85;3
"1889";349500.68045;6785810.68;1
"1890";349501.47044;6790047.95;1
"1891";349502.82045;6785828.64;2
"1892";349504.59045;6785621.97;4
"1893";349504.96045;6785916.36;4
"1894";349505.93045;6786520.15;5
"1895";349506.15045;6785906.08;1
"1896";349506.83045;6785863.28;1
"1897";349507.51045;6785872.91;3
"1898";349507.91044;6790093.08;2
"1899";349508.08045;6785895.96;2
"1900";349508.19045;6785883.61;2
"1901";349508.20045;6787913.97;4
"1902";349509.90045;6785640.32;1
"1903";349510.19044;6790103.2;4
"1904";349510.50044;6788480.63;58
"1905";349510.95044;6788336.94;19
"1906";349511.12045;6786128.81;4
"1907";349511.19045;6786019.19;3
"1908";349512.24044;6790249.65;2
"1909";349512.96045;6786003.77;2
"1910";349512.99044;6790048.05;2
"1911";349513.10044;6788371.46;1
"1912";349513.63045;6785655.37;4
"1913";349514.07044;6790717.24;58
"1914";349514.60044;6793974.26;4
"1915";349515.01044;6790087.15;1
"1916";349515.86044;6790229.32;2
"1917";349516.09044;6790599.61;174
"1918";349516.78045;6785478.4;4
"1919";349517.32044;6788376.06;2
"1920";349518.03044;6790099.72;2
"1921";349518.78045;6785994.12;4
"1922";349519.37044;6790215.25;5
"1923";349519.73045;6786557.76;93.5
"1924";349520.10045;6786513.48;4
"1925";349520.67044;6791638.18;5
"1926";349521.04045;6787909.38;2
"1927";349521.21045;6785676.3;2
"1928";349523.93044;6790082.41;4
"1929";349525.36044;6788379.25;2
"1930";349525.47044;6790095.26;4
"1931";349526.05045;6785973.97;2
"1932";349526.58045;6786108.11;2
"1933";349527.64045;6785962.47;2
"1934";349528.16044;6793335.63;1
"1935";349528.67044;6789352.6;25
"1936";349528.99044;6790870.39;2
"1937";349529.02044;6790248.19;2
"1938";349530.23044;6790849.69;3
"1939";349530.26044;6792135.72;4
"1940";349530.71044;6789379.56;6
"1941";349531.09044;6790078.03;1
"1942";349531.46044;6788384.98;3
"1943";349531.51045;6785694.18;4
"1944";349533.04045;6788186.59;47
"1945";349534.39044;6788197.93;52
"1946";349534.67045;6786666.05;3
"1947";349534.89044;6790091.08;2
"1948";349535.53044;6791833.47;6
"1949";349536.08044;6788241.57;44
"1950";349536.50045;6785711.93;4
"1951";349536.98044;6790348.4;62
"1952";349537.58045;6785938.17;2
"1953";349538.30044;6790684.33;43
"1954";349538.45045;6787948.14;38
"1955";349538.90044;6792327.21;4
"1956";349538.95044;6788384.38;1
"1957";349539.76045;6786087.11;5
"1958";349540.02045;6785922.14;2
"1959";349540.29045;6786685.26;3
"1960";349541.04044;6789275.06;20
"1961";349541.04045;6785727.72;4
"1962";349541.33044;6790073.78;1
"1963";349541.80045;6785910.76;3
"1964";349541.93045;6785791.21;1
"1965";349542.42044;6790084.53;2
"1966";349542.58045;6785897.92;2
"1967";349542.69045;6787843.15;4
"1968";349543.06044;6793407.71;2
"1969";349543.40044;6789212.62;64
"1970";349543.89045;6785886.76;3
"1971";349544.32045;6785801.83;2
"1972";349544.98045;6785876.51;4
"1973";349545.07044;6788383.59;3
"1974";349545.13045;6786755.77;2
"1975";349546.14045;6785852.53;5
"1976";349546.38045;6785812.91;4
"1977";349546.50044;6788424.96;90
"1978";349546.56045;6786068.98;1
"1979";349546.61044;6790547.41;22
"1980";349546.82045;6787851.85;4
"1981";349546.84045;6785837.09;5
"1982";349546.96045;6785867.16;1
"1983";349547.08045;6785823.69;4
"1984";349547.30044;6790390.52;55.5
"1985";349547.46045;6786657.49;2
"1986";349547.72044;6790198.55;2
"1987";349547.98045;6785743.51;4
"1988";349548.95045;6786697.64;2
"1989";349549.51045;6788141.29;72.5
"1990";349551.45044;6790081.8;2
"1991";349551.68045;6787859.53;2
"1992";349551.92044;6790596.54;10
"1993";349552.57044;6788528.92;43
"1994";349553.08044;6788374.67;22
"1995";349553.12044;6790068.87;2
"1996";349553.87045;6787867.01;3
"1997";349554.38045;6786516.99;19
"1998";349554.90045;6786059.56;5
"1999";349555.19045;6786706.82;4
"2000";349556.30044;6789349.69;96
"2001";349556.34044;6790397.45;22
"2002";349557.52044;6790322.55;2
"2003";349558.04045;6787878.86;2
"2004";349559.02045;6786770.15;2
"2005";349559.23044;6790743.13;81.5
"2006";349559.54044;6790074.65;2
"2007";349561.35044;6790267.83;2
"2008";349561.95045;6786047.43;2
"2009";349562.35044;6790063.27;1
"2010";349562.46044;6790278.95;1
"2011";349562.98045;6787840.54;5
"2012";349563.49045;6786034.21;2
"2013";349563.69044;6790293.19;2
"2014";349564.76045;6787849.52;1
"2015";349564.88044;6790308.55;2
"2016";349566.05044;6790225.91;2
"2017";349566.40044;6788558.52;3
"2018";349566.41045;6787892.55;1
"2019";349566.45044;6788395.33;17.5
"2020";349566.98044;6791419.94;8
"2021";349566.99044;6790241.04;3
"2022";349568.63045;6787861.55;3
"2023";349569.09045;6786770.27;3
"2024";349569.46045;6786645.06;2
"2025";349569.48045;6786020.84;2
"2026";349569.68045;6787873.76;4
"2027";349570.55045;6787901.2;3
"2028";349571.73044;6791701.05;2
"2029";349573.37044;6790192.06;2
"2030";349573.69045;6786555.69;23
"2031";349574.09045;6785962.88;2
"2032";349574.17044;6790060.17;2
"2033";349574.25045;6787908.33;1
"2034";349575.02044;6788560.62;4
"2035";349575.97045;6788027.78;24
"2036";349575.98044;6788521.92;2
"2037";349576.06044;6789198.15;4
"2038";349576.26044;6790460.58;106
"2039";349576.31044;6788304.72;35
"2040";349577.13045;6787914.75;3
"2041";349577.18044;6790320.79;2
"2042";349577.32045;6785991.16;2
"2043";349577.75045;6787890.34;5
"2044";349577.85044;6792310.9;2
"2045";349578.20044;6790069.53;2
"2046";349578.43045;6786004.77;2
"2047";349578.59045;6786770.39;1
"2048";349580.87044;6790209;2
"2049";349581.09044;6788562.86;1
"2050";349581.22045;6787924.13;2
"2051";349581.58045;6787897.93;3
"2052";349581.91044;6790221.38;2
"2053";349581.97045;6786639.47;3
"2054";349582.67044;6791812.11;1
"2055";349583.55045;6787931.11;2
"2056";349583.81044;6790614.07;257.5
"2057";349583.87044;6788526.02;2
"2058";349583.93044;6789202.43;1
"2059";349583.96044;6788475.83;40
"2060";349586.93044;6788284.55;49
"2061";349587.96044;6788564.49;3
"2062";349588.10045;6787939.65;4
"2063";349588.31045;6787904.74;3
"2064";349589.83044;6788529.99;3
"2065";349592.23044;6790782.73;92
"2066";349592.66044;6790332.13;2
"2067";349592.68045;6787945.06;14
"2068";349592.69045;6786763.53;1
"2069";349592.72044;6790236.64;2
"2070";349592.98044;6790251.52;2
"2071";349593.24044;6788569.11;1
"2072";349593.60045;6786661.02;3
"2073";349594.36044;6790267.82;1
"2074";349594.56045;6786594.58;17
"2075";349595.66044;6790283.23;1
"2076";349595.92045;6787828.33;2
"2077";349596.42045;6787911.4;2
"2078";349596.95044;6790297.44;2
"2079";349597.44045;6786054.49;1
"2080";349597.60044;6790031.14;3
"2081";349598.14045;6787846.89;4
"2082";349598.29044;6788532.19;2
"2083";349598.44044;6789216.34;113
"2084";349598.50045;6786672.69;3
"2085";349599.33044;6789257.36;81
"2086";349600.01044;6788572.35;3
"2087";349600.44045;6786684.83;2
"2088";349600.50045;6785846.35;3
"2089";349601.51044;6790041.9;1
"2090";349602.40045;6786787.27;2
"2091";349602.99044;6788540.29;2
"2092";349603.02045;6785511.42;5
"2093";349604.02044;6788568.87;4
"2094";349604.18044;6788561.79;2
"2095";349604.40044;6788555.14;3
"2096";349605.27045;6787947.27;4
"2097";349605.33045;6787916.69;2
"2098";349605.36045;6785907.77;2
"2099";349605.40045;6785925.87;1
"2100";349605.94045;6785916.36;2
"2101";349606.18044;6788384.22;4
"2102";349606.35044;6790309.69;1
"2103";349606.38044;6791650.52;1
"2104";349606.52044;6790051.08;4
"2105";349607.10045;6787844.95;3
"2106";349607.46044;6788390.93;2
"2107";349607.51044;6788397.05;1
"2108";349607.98044;6788549.19;1
"2109";349608.18045;6787837.41;4
"2110";349608.51045;6786623.27;23
"2111";349608.74045;6785888.19;3
"2112";349608.83044;6790164.46;2
"2113";349609.05044;6788361.9;27
"2114";349609.16045;6785899.48;1
"2115";349609.29045;6786692.73;4
"2116";349610.05044;6790062.41;1
"2117";349610.69044;6792378.37;4
"2118";349610.79044;6790975.95;2
"2119";349611.18044;6790841.58;4
"2120";349612.35045;6787948.98;3
"2121";349612.47045;6786698.49;4
"2122";349613.51045;6786779.25;2
"2123";349613.79044;6788446.75;40
"2124";349615.55045;6786705.39;4
"2125";349616.06045;6787925.76;4
"2126";349616.80045;6787842.66;4
"2127";349618.47045;6787930.08;3
"2128";349619.09045;6786756.96;5
"2129";349619.15044;6790211.09;2
"2130";349619.18045;6787934.27;4
"2131";349619.38045;6787834.49;4
"2132";349620.00045;6787951.08;1
"2133";349620.88045;6786712.37;5
"2134";349622.06045;6785477;1
"2135";349622.46044;6790042.11;4
"2136";349622.92045;6787938.74;2
"2137";349623.23045;6787996.31;11
"2138";349624.97045;6787840.71;6
"2139";349625.37044;6788481.95;3
"2140";349626.14045;6787901.5;2
"2141";349628.76044;6790694.93;3
"2142";349629.44045;6787831.55;3
"2143";349630.02045;6786772.36;1
"2144";349633.37045;6787906.41;2
"2145";349633.47044;6790199.16;2
"2146";349633.70044;6790795.25;28
"2147";349634.36045;6787838.92;1
"2148";349634.83044;6792266.79;2
"2149";349635.23044;6788590.11;2
"2150";349635.24044;6791553.09;3
"2151";349635.28045;6787951.65;1
"2152";349635.62045;6786807.46;1
"2153";349636.50044;6788494.79;2
"2154";349637.10044;6791620.09;5
"2155";349637.85044;6792380.33;4
"2156";349639.62045;6787829.81;4
"2157";349639.89044;6788395.55;2
"2158";349640.14044;6788388.23;2
"2159";349640.76045;6786763.53;1
"2160";349641.19045;6788051.95;5
"2161";349641.80045;6787951.07;2
"2162";349641.83044;6790022.32;1
"2163";349642.06044;6790156.28;2
"2164";349642.28044;6791837.21;1
"2165";349642.45045;6787836.51;3
"2166";349644.06044;6788571.38;8
"2167";349644.09044;6788336.03;79
"2168";349644.38045;6787892.42;4
"2169";349645.51044;6788363.2;21
"2170";349646.15044;6791971.44;2
"2171";349647.92044;6789348.15;1
"2172";349648.15044;6790197.57;2
"2173";349648.78045;6787941.33;5
"2174";349648.81045;6787834.28;1
"2175";349648.93044;6789296.78;4
"2176";349649.44045;6787827.09;4
"2177";349649.57044;6791868.71;2
"2178";349649.65044;6790141.96;6
"2179";349649.86044;6792381.87;2
"2180";349649.99044;6791861.18;2
"2181";349650.45045;6787951.42;3
"2182";349650.73044;6788523.57;13
"2183";349651.36045;6786759.87;4
"2184";349652.13044;6790170.68;1
"2185";349652.21045;6787891.15;2
"2186";349653.14044;6790184.75;1
"2187";349655.44045;6787833.08;2
"2188";349655.95044;6789306.59;2
"2189";349656.04044;6789285.87;3
"2190";349657.37044;6790501.9;122
"2191";349658.88044;6789348.36;2
"2192";349658.89044;6788583.17;4
"2193";349658.93045;6787824.41;1
"2194";349660.25045;6787959.29;5
"2195";349660.51044;6788573.05;9
"2196";349660.73044;6789278.82;1
"2197";349661.47045;6786727.79;2
"2198";349661.72044;6790318.29;11
"2199";349662.12045;6787888.88;2
"2200";349662.42044;6791854.75;2
"2201";349662.93045;6786819.74;2
"2202";349665.78044;6788593.18;4
"2203";349665.95045;6787895.58;4
"2204";349666.26044;6790195.8;1
"2205";349666.27044;6790027.38;1
"2206";349666.62044;6789301.63;1
"2207";349667.42044;6790623.47;90
"2208";349668.20044;6789357.51;5
"2209";349668.72044;6790841.24;1
"2210";349669.46044;6790559.65;3
"2211";349669.69045;6787904.31;3
"2212";349669.71045;6786749.38;2
"2213";349669.78045;6787887.29;3
"2214";349670.82045;6787822.03;1
"2215";349672.66044;6791852.67;2
"2216";349672.85044;6790797.49;31
"2217";349673.27045;6787828.45;5
"2218";349674.09045;6787910.37;1
"2219";349675.15045;6787920.67;2
"2220";349677.72044;6788598.57;2
"2221";349678.39045;6787885.87;5
"2222";349678.52044;6789301.65;3
"2223";349680.20044;6790126.87;2
"2224";349682.11044;6790516.53;798.5
"2225";349682.15044;6788581.89;2
"2226";349682.82044;6791096.21;6
"2227";349682.93044;6791851.58;1
"2228";349683.16044;6789358.07;1
"2229";349683.84044;6788516.83;6
"2230";349686.36044;6788599.18;1
"2231";349686.94045;6787883.72;4
"2232";349686.96044;6790173.46;1
"2233";349688.65045;6787812.6;2
"2234";349689.47044;6789306.17;2
"2235";349690.58044;6789224.79;2
"2236";349690.92044;6789266.85;2
"2237";349691.71616;6788322.7714;3
"2238";349692.45044;6791849.62;1
"2239";349692.77044;6789276.7;2
"2240";349693.07044;6790153.64;2
"2241";349693.41044;6788571.7;1
"2242";349693.74044;6789360.54;3
"2243";349695.36045;6787821.34;1
"2244";349695.74044;6790778.18;54.5
"2245";349698.76044;6788602.78;2
"2246";349698.90045;6787810.64;2
"2247";349699.54044;6788341.3;40
"2248";349700.94044;6788589.18;2
"2249";349701.82044;6790172.51;1
"2250";349701.86044;6789306.02;1
"2251";349701.97044;6791848.54;2
"2252";349702.57044;6788320.99;52
"2253";349704.72044;6789227.49;3
"2254";349704.77044;6789363.03;1
"2255";349706.84044;6792410.4;2
"2256";349706.88044;6788602.38;1
"2257";349707.92044;6788561.2;6
"2258";349708.09045;6787817.78;4
"2259";349709.05045;6787807.08;4
"2260";349709.74044;6789283.77;4
"2261";349710.95044;6788325.78;81
"2262";349710.95045;6787404.57;93
"2263";349711.20044;6788584.01;1
"2264";349712.34044;6789312.93;4
"2265";349713.29044;6788254.48;74.5
"2266";349714.47045;6787902.62;2
"2267";349714.88044;6791846.55;3
"2268";349716.95044;6790179.66;4
"2269";349717.20044;6789225.6;2
"2270";349717.27044;6790424.99;40
"2271";349717.66045;6787818.54;3
"2272";349718.14044;6789404.86;146
"2273";349719.23045;6787803.16;3
"2274";349720.35044;6790127.19;3
"2275";349721.13044;6790141.68;2
"2276";349722.66044;6788607.28;1
"2277";349722.92045;6786954.26;4
"2278";349724.41045;6788098.32;9
"2279";349724.55044;6789310.26;3
"2280";349725.16045;6788143.96;52
"2281";349726.89044;6790098.79;2
"2282";349727.12044;6790721.7;49
"2283";349728.07045;6787816.31;1
"2284";349728.22044;6789283.18;4
"2285";349728.59045;6787967.49;8
"2286";349728.90045;6787801.08;1
"2287";349729.63044;6788581.27;3
"2288";349730.69045;6786980.99;2
"2289";349730.94044;6788562.01;2
"2290";349731.01044;6788547.11;1
"2291";349731.40045;6788063.74;1
"2292";349732.51045;6788023.79;2
"2293";349733.47044;6789312.48;1
"2294";349733.93045;6788031.58;5
"2295";349735.18045;6787855.45;1
"2296";349735.87045;6788055.97;4
"2297";349736.56045;6787813.93;2
"2298";349738.57045;6788078.74;1
"2299";349739.31045;6787797.83;3
"2300";349739.93044;6791843.09;2
"2301";349740.77044;6788610.89;2
"2302";349742.31045;6788127.66;58.5
"2303";349742.44044;6788592.86;1
"2304";349743.88044;6789283.89;4
"2305";349744.14044;6790673.01;26
"2306";349744.45045;6788046.58;4
"2307";349744.65044;6790298.32;1
"2308";349744.84045;6787002.79;4
"2309";349745.38045;6788078.92;3
"2310";349745.49044;6790602.69;215
"2311";349746.52045;6787811.45;3
"2312";349748.07045;6787793.87;2
"2313";349748.54045;6787026.25;3
"2314";349750.06044;6789369.19;2
"2315";349750.71045;6787851.47;2
"2316";349752.60045;6788079.17;4
"2317";349753.04044;6788254.68;74.5
"2318";349753.77044;6792054.4;4
"2319";349754.34045;6787968.8;15
"2320";349754.81044;6788572.55;2
"2321";349755.34044;6788583.59;1
"2322";349755.99044;6790386.99;33
"2323";349756.77044;6788560.09;6
"2324";349758.01045;6787788.97;2
"2325";349758.10044;6791973.41;3
"2326";349759.23044;6789371.59;3
"2327";349759.81045;6788079.63;1
"2328";349760.59045;6788013.45;26
"2329";349761.08044;6790429.75;11
"2330";349761.36044;6789291.64;2
"2331";349761.56044;6788535.51;2
"2332";349762.53045;6787858.17;4
"2333";349763.75044;6789245.88;2
"2334";349763.81044;6789322.96;3
"2335";349764.05044;6788523.41;1
"2336";349764.70044;6788544.24;4
"2337";349765.07044;6790758.15;65
"2338";349767.94045;6787786.17;4
"2339";349768.22044;6789373.72;3
"2340";349768.32044;6788429.53;3
"2341";349768.60045;6787796.84;18
"2342";349768.75044;6789169.45;73.5
"2343";349769.42045;6788081.44;4
"2344";349769.43044;6790529.82;21
"2345";349769.76045;6787050.26;1.5
"2346";349772.01044;6788336.49;62
"2347";349772.44045;6788064.39;2
"2348";349773.06045;6788053.86;1
"2349";349773.11044;6790579.42;18
"2350";349773.33044;6789290.31;1
"2351";349773.38045;6788072.35;2
"2352";349773.54044;6789247.51;1
"2353";349774.77045;6788032.28;1
"2354";349775.10045;6788022.52;4
"2355";349775.27045;6787860.89;4
"2356";349775.91044;6790667.61;35
"2357";349776.00045;6788082.24;2
"2358";349776.71044;6789323.89;2
"2359";349778.04045;6787782.87;5
"2360";349779.92044;6788329.15;46.5
"2361";349780.58045;6787867.94;5
"2362";349780.63044;6788590.96;2
"2363";349781.75044;6789971.58;25
"2364";349781.83044;6789359.99;4
"2365";349783.17044;6789295.72;2
"2366";349783.54045;6788015.82;1
"2367";349783.59044;6788578.86;4
"2368";349784.41044;6789259.19;1
"2369";349785.49044;6789118.58;72
"2370";349785.74045;6787879.31;4
"2371";349785.78044;6789069.72;224
"2372";349787.19044;6789340.97;4
"2373";349787.45044;6788603.26;2
"2374";349787.70045;6787779.98;3
"2375";349788.08044;6790726.18;19
"2376";349789.70044;6788618.3;1
"2377";349789.98044;6793067.52;2
"2378";349791.17045;6787888.41;3
"2379";349791.38044;6789323.02;2
"2380";349794.64044;6789508.48;1
"2381";349795.45044;6789296.49;3
"2382";349795.69044;6788202.95;70
"2383";349796.22044;6788570.69;4
"2384";349797.09045;6787902.48;33
"2385";349797.42044;6790784.13;61
"2386";349797.71044;6788248.72;36
"2387";349798.08045;6787947.07;3
"2388";349798.45044;6788551.35;1
"2389";349798.75044;6790403.91;17.5
"2390";349798.86045;6787759.05;4
"2391";349801.59044;6792070.5;2
"2392";349802.88044;6789312.86;2
"2393";349803.03045;6787979.14;9
"2394";349803.12044;6788538.77;1
"2395";349803.83044;6789240.78;3
"2396";349803.85044;6789262.56;2
"2397";349804.08044;6789290.35;3
"2398";349806.45045;6787786.39;2
"2399";349807.64044;6790598.27;179
"2400";349808.18044;6789494.22;6
"2401";349808.33044;6790671.25;27
"2402";349808.66044;6788584.16;3
"2403";349808.85044;6790046.5;2
"2404";349809.56044;6789276.61;4
"2405";349810.11045;6787794.16;3
"2406";349810.56044;6789252.98;4
"2407";349811.58045;6787762.92;3
"2408";349812.67044;6789435.15;72
"2409";349813.37044;6792026.93;5
"2410";349813.63044;6788518.6;2
"2411";349813.65045;6787953.04;3
"2412";349815.66045;6787803.02;1
"2413";349817.40044;6788623.44;3
"2414";349817.44044;6788611.3;2
"2415";349818.35044;6788536.29;1
"2416";349819.19045;6787834.21;14
"2417";349820.54045;6787809.85;5
"2418";349821.13044;6789372.78;3
"2419";349823.28044;6788550.49;3
"2420";349823.99044;6788567.36;1
"2421";349824.75044;6789240.71;3
"2422";349824.90045;6788104.61;59
"2423";349824.98044;6788922.2;1
"2424";349826.48044;6790504.13;25
"2425";349827.13044;6790963.75;11
"2426";349828.49044;6789364.38;3
"2427";349828.61045;6787868.44;3
"2428";349829.92045;6787844.67;4
"2429";349831.85044;6789335.52;2
"2430";349832.23044;6790231.01;38
"2431";349832.62045;6787829.38;4.5
"2432";349833.35044;6789356.38;1
"2433";349833.98045;6787937.1;8
"2434";349834.33044;6789488.04;6
"2435";349834.63044;6789269.39;3
"2436";349834.64044;6790353.76;92
"2437";349835.30044;6789326.72;1
"2438";349835.77045;6787855.99;3
"2439";349836.28044;6789472.38;70
"2440";349837.31045;6787975.77;5
"2441";349837.94044;6789310.32;3
"2442";349839.64044;6789320.97;4
"2443";349840.38044;6793030.47;6
"2444";349842.41044;6788318.46;101.5
"2445";349842.48044;6789297.65;5
"2446";349843.92044;6788593.04;4
"2447";349844.34044;6788602.9;1
"2448";349845.11044;6788537.88;1
"2449";349845.78044;6789182.98;110.5
"2450";349847.02045;6787850.48;1
"2451";349847.18044;6788549.34;1
"2452";349850.52044;6789287.07;2
"2453";349851.75044;6788629.59;4
"2454";349852.25044;6788613.79;2
"2455";349852.45045;6787859.07;1
"2456";349852.85044;6789267.28;2
"2457";349855.30045;6787835.57;2
"2458";349855.68045;6787933.44;2
"2459";349856.27044;6788575.63;4
"2460";349856.61044;6790667.44;104
"2461";349857.32044;6788562.01;1
"2462";349857.73044;6788524.25;4
"2463";349857.81044;6789353.45;2
"2464";349857.82044;6788509.18;1
"2465";349858.51044;6789335.59;5
"2466";349859.15044;6789375.61;3
"2467";349859.91044;6789366.82;2
"2468";349861.80044;6789948.6;22
"2469";349862.05044;6789707.29;6
"2470";349863.39044;6789267.34;2
"2471";349864.44044;6789205.63;1
"2472";349865.89044;6788368.87;5
"2473";349866.40044;6789321.22;2
"2474";349867.04044;6789192.16;4
"2475";349868.52044;6789313.76;4
"2476";349870.45044;6789307.34;3
"2477";349870.98044;6790471.24;36
"2478";349871.32044;6789275.28;4
"2479";349872.61045;6788120.48;8
"2480";349874.08045;6787921.14;5
"2481";349876.18044;6789168.77;8
"2482";349876.85044;6789187.31;3
"2483";349878.39044;6789282.98;3
"2484";349880.59044;6788309.24;79
"2485";349880.82045;6788133.17;8
"2486";349881.24044;6789298.48;2
"2487";349881.75044;6789112.95;3
"2488";349882.67044;6788245.93;20
"2489";349882.83044;6790619.54;52.5
"2490";349884.55044;6790627.44;18
"2491";349884.63045;6788078.41;18
"2492";349885.21044;6789268.03;3
"2493";349886.26044;6789289;4
"2494";349886.35045;6787962.05;7
"2495";349886.49044;6789074.57;2
"2496";349887.48044;6789423.82;91
"2497";349889.04044;6789114.48;1
"2498";349891.14044;6789172.38;4
"2499";349891.31044;6789271.04;4
"2500";349893.04044;6789023.84;4
"2501";349894.98044;6789069.22;2
"2502";349895.17045;6786348.97;3
"2503";349895.34044;6789112.97;2
"2504";349896.11044;6789223.14;1
"2505";349896.76044;6789357;3
"2506";349897.22044;6790714.92;42
"2507";349899.20044;6789271.79;2
"2508";349900.29044;6790248.24;3
"2509";349900.54044;6793956.16;9
"2510";349901.19044;6789070.51;2
"2511";349901.53044;6789167.42;3
"2512";349901.70044;6788974.22;1
"2513";349901.73045;6787923.86;5
"2514";349902.16044;6789345.98;4
"2515";349904.18044;6789113.57;5
"2516";349904.92044;6789025.49;6
"2517";349905.48045;6788111.37;10
"2518";349906.37044;6790136.3;2
"2519";349906.84044;6789159.27;2
"2520";349907.18044;6789075.82;4
"2521";349907.88044;6789332.65;2
"2522";349908.99044;6790814.29;73
"2523";349911.16044;6789049.95;2
"2524";349911.95044;6789223.89;6
"2525";349912.77044;6789139.66;1
"2526";349912.77044;6789310.24;2
"2527";349914.19044;6789026.62;4
"2528";349914.77044;6789008.87;3
"2529";349915.76044;6789896.7;41
"2530";349916.04044;6789121.41;4
"2531";349916.73044;6789373.95;37.5
"2532";349916.93044;6789301.13;2
"2533";349917.77044;6793316.82;2
"2534";349918.86044;6790179.57;24
"2535";349920.11044;6789855.36;1
"2536";349921.08044;6788977.71;1
"2537";349921.30044;6788187.79;146.5
